RouteId;Adress Id;Time profile;Oms
B35-E-Day;301132;2024-10-15-Day;0.3625
B35-E-Day;301133;2024-10-15-Day;0.0
B35-E-Day;302678;2024-10-15-Day;8.7
B35-E-Day;302679;2024-10-15-Day;0.0
B35-E-Day;302680;2024-10-15-Day;33.90769230769231
B35-E-Day;302681;2024-10-15-Day;27.34285714285714
B35-E-Day;302682;2024-10-15-Day;4.833333333333333
B35-E-Day;302683;2024-10-15-Day;5.22
B35-E-Day;302684;2024-10-15-Day;11.841666666666665
B35-E-Day;302686;2024-10-15-Day;6.09
B35-E-Day;302687;2024-10-15-Day;6.915384615384615
B35-E-Day;302688;2024-10-15-Day;4.511111111111111
B35-E-Day;302692;2024-10-15-Day;25.4
B35-E-Day;302693;2024-10-15-Day;5.8
B35-E-Day;302695;2024-10-15-Day;12.734782608695651
B35-E-Day;302696;2024-10-15-Day;22.34074074074074
B35-E-Day;302697;2024-10-15-Day;4.833333333333333
B35-E-Day;302698;2024-10-15-Day;5.8
B35-E-Day;302699;2024-10-15-Day;34.346875
B35-E-Day;302700;2024-10-15-Day;8.3375
B35-E-Day;302701;2024-10-15-Day;48.24545454545454
B35-E-Day;302702;2024-10-15-Day;18.594117647058823
B35-E-Day;302707;2024-10-15-Day;2.7066666666666666
B35-E-Day;302708;2024-10-15-Day;3.2411764705882353
B35-E-Day;302710;2024-10-15-Day;9.1
B35-E-Day;302711;2024-10-15-Day;1.45
B35-E-Day;302714;2024-10-15-Day;8.7
B35-E-Day;302715;2024-10-15-Day;21.542857142857144
B35-E-Day;302716;2024-10-15-Day;5.189473684210526
B35-E-Day;302718;2024-10-15-Day;0.8055555555555556
B35-E-Day;302719;2024-10-15-Day;6.283333333333332
B35-E-Day;302722;2024-10-15-Day;2.3562499999999997
B35-E-Day;302723;2024-10-15-Day;1.3533333333333333
B35-E-Day;302724;2024-10-15-Day;2.4999999999999996
B35-E-Day;306524;2024-10-15-Day;8.253846153846155
B35-E-Day;306532;2024-10-15-Day;7.008333333333333
B35-E-Day;306636;2024-10-15-Day;14.693333333333332
B35-E-Day;306711;2024-10-15-Day;1.8125
B35-E-Day;306838;2024-10-15-Day;5.048148148148148
B35-E-Day;307115;2024-10-15-Day;0.9666666666666666
B35-E-Day;307581;2024-10-15-Day;5.8
B35-E-Day;307791;2024-10-15-Day;15.203030303030301
B35-E-Day;307792;2024-10-15-Day;37.444117647058825
B35-E-Day;308194;2024-10-15-Day;8.7
B35-E-Day;308230;2024-10-15-Day;1.99375
B35-E-Day;901518;2024-10-15-Day;0.58
B35-E-Day;901728;2024-10-15-Day;5.893548387096774
B35-E-Evening;301132;2024-10-15-Evening;0.38666666666666666
B35-E-Evening;301133;2024-10-15-Evening;0.0
B35-E-Evening;302678;2024-10-15-Evening;2.9
B35-E-Evening;302679;2024-10-15-Evening;20.3
B35-E-Evening;302680;2024-10-15-Evening;27.55
B35-E-Evening;302681;2024-10-15-Evening;19.139999999999997
B35-E-Evening;302682;2024-10-15-Evening;0.0
B35-E-Evening;302683;2024-10-15-Evening;3.8666666666666663
B35-E-Evening;302684;2024-10-15-Evening;3.8666666666666663
B35-E-Evening;302686;2024-10-15-Evening;4.833333333333333
B35-E-Evening;302687;2024-10-15-Evening;4.35
B35-E-Evening;302688;2024-10-15-Evening;1.9333333333333331
B35-E-Evening;302692;2024-10-15-Evening;18.66875
B35-E-Evening;302693;2024-10-15-Evening;6.766666666666667
B35-E-Evening;302695;2024-10-15-Evening;4.745454545454546
B35-E-Evening;302696;2024-10-15-Evening;6.766666666666667
B35-E-Evening;302697;2024-10-15-Evening;1.16
B35-E-Evening;302698;2024-10-15-Evening;2.9
B35-E-Evening;302699;2024-10-15-Evening;19.105882352941176
B35-E-Evening;302700;2024-10-15-Evening;5.8
B35-E-Evening;302701;2024-10-15-Evening;27.635294117647057
B35-E-Evening;302702;2024-10-15-Evening;8.358823529411765
B35-E-Evening;302707;2024-10-15-Evening;2.175
B35-E-Evening;302708;2024-10-15-Evening;2.109090909090909
B35-E-Evening;302710;2024-10-15-Evening;4.731578947368421
B35-E-Evening;302711;2024-10-15-Evening;1.45
B35-E-Evening;302714;2024-10-15-Evening;1.16
B35-E-Evening;302715;2024-10-15-Evening;16.385
B35-E-Evening;302716;2024-10-15-Evening;1.6111111111111112
B35-E-Evening;302718;2024-10-15-Evening;0.0
B35-E-Evening;302719;2024-10-15-Evening;2.513333333333333
B35-E-Evening;302722;2024-10-15-Evening;0.7909090909090908
B35-E-Evening;302723;2024-10-15-Evening;0.29
B35-E-Evening;302724;2024-10-15-Evening;1.1277777777777778
B35-E-Evening;306524;2024-10-15-Evening;4.64
B35-E-Evening;306532;2024-10-15-Evening;5.8
B35-E-Evening;306636;2024-10-15-Evening;4.35
B35-E-Evening;306711;2024-10-15-Evening;11.6
B35-E-Evening;306838;2024-10-15-Evening;3.2222222222222223
B35-E-Evening;307115;2024-10-15-Evening;0.725
B35-E-Evening;307581;2024-10-15-Evening;5.8
B35-E-Evening;307791;2024-10-15-Evening;7.975
B35-E-Evening;307792;2024-10-15-Evening;46.72222222222222
B35-E-Evening;308194;2024-10-15-Evening;14.5
B35-E-Evening;308230;2024-10-15-Evening;0.3222222222222222
B35-E-Evening;901518;2024-10-15-Evening;1.0357142857142858
B35-E-Evening;901728;2024-10-15-Evening;5.385714285714286
B35-E-Morning;301132;2024-10-15-Morning;0.6823529411764706
B35-E-Morning;301133;2024-10-15-Morning;0.0
B35-E-Morning;302679;2024-10-15-Morning;11.6
B35-E-Morning;302680;2024-10-15-Morning;11.807142857142855
B35-E-Morning;302681;2024-10-15-Morning;12.938461538461539
B35-E-Morning;302682;2024-10-15-Morning;2.9
B35-E-Morning;302683;2024-10-15-Morning;9.592307692307692
B35-E-Morning;302684;2024-10-15-Morning;9.908333333333333
B35-E-Morning;302686;2024-10-15-Morning;8.7
B35-E-Morning;302687;2024-10-15-Morning;8.078571428571427
B35-E-Morning;302688;2024-10-15-Morning;8.377777777777778
B35-E-Morning;302692;2024-10-15-Morning;20.735
B35-E-Morning;302693;2024-10-15-Morning;11.6
B35-E-Morning;302695;2024-10-15-Morning;11.43888888888889
B35-E-Morning;302696;2024-10-15-Morning;14.776190476190475
B35-E-Morning;302697;2024-10-15-Morning;7.7333333333333325
B35-E-Morning;302698;2024-10-15-Morning;2.9
B35-E-Morning;302699;2024-10-15-Morning;19.865
B35-E-Morning;302700;2024-10-15-Morning;6.766666666666667
B35-E-Morning;302701;2024-10-15-Morning;26.89090909090909
B35-E-Morning;302702;2024-10-15-Morning;10.219047619047618
B35-E-Morning;302707;2024-10-15-Morning;6.38
B35-E-Morning;302708;2024-10-15-Morning;4.833333333333333
B35-E-Morning;302710;2024-10-15-Morning;12.014285714285714
B35-E-Morning;302711;2024-10-15-Morning;3.3833333333333333
B35-E-Morning;302714;2024-10-15-Morning;2.0714285714285716
B35-E-Morning;302715;2024-10-15-Morning;16.53
B35-E-Morning;302716;2024-10-15-Morning;4.06
B35-E-Morning;302718;2024-10-15-Morning;0.4833333333333333
B35-E-Morning;302719;2024-10-15-Morning;4.35
B35-E-Morning;302722;2024-10-15-Morning;2.175
B35-E-Morning;302723;2024-10-15-Morning;0.0
B35-E-Morning;302724;2024-10-15-Morning;1.068421052631579
B35-E-Morning;306524;2024-10-15-Morning;6.692307692307692
B35-E-Morning;306532;2024-10-15-Morning;7.361538461538461
B35-E-Morning;306636;2024-10-15-Morning;16.626666666666665
B35-E-Morning;306711;2024-10-15-Morning;5.8
B35-E-Morning;306838;2024-10-15-Morning;4.273684210526316
B35-E-Morning;307115;2024-10-15-Morning;1.16
B35-E-Morning;307581;2024-10-15-Morning;1.45
B35-E-Morning;307791;2024-10-15-Morning;14.638095238095238
B35-E-Morning;307792;2024-10-15-Morning;29.41428571428571
B35-E-Morning;308194;2024-10-15-Morning;4.511111111111111
B35-E-Morning;308230;2024-10-15-Morning;1.8125
B35-E-Morning;901518;2024-10-15-Morning;0.4833333333333333
B35-E-Morning;901728;2024-10-15-Morning;5.9526315789473685
B35-E-Night;301132;2024-10-15-Night;1.45
B35-E-Night;302680;2024-10-15-Night;6.766666666666667
B35-E-Night;302681;2024-10-15-Night;5.8
B35-E-Night;302683;2024-10-15-Night;0.0
B35-E-Night;302686;2024-10-15-Night;4.35
B35-E-Night;302687;2024-10-15-Night;3.625
B35-E-Night;302692;2024-10-15-Night;5.8
B35-E-Night;302693;2024-10-15-Night;4.35
B35-E-Night;302695;2024-10-15-Night;5.8
B35-E-Night;302696;2024-10-15-Night;2.9
B35-E-Night;302697;2024-10-15-Night;1.16
B35-E-Night;302698;2024-10-15-Night;0.0
B35-E-Night;302699;2024-10-15-Night;9.28
B35-E-Night;302701;2024-10-15-Night;8.7
B35-E-Night;302702;2024-10-15-Night;3.8666666666666663
B35-E-Night;302707;2024-10-15-Night;2.9
B35-E-Night;302708;2024-10-15-Night;2.32
B35-E-Night;302710;2024-10-15-Night;1.45
B35-E-Night;302711;2024-10-15-Night;0.0
B35-E-Night;302714;2024-10-15-Night;2.9
B35-E-Night;302715;2024-10-15-Night;4.06
B35-E-Night;302716;2024-10-15-Night;1.45
B35-E-Night;302718;2024-10-15-Night;2.9
B35-E-Night;302719;2024-10-15-Night;0.0
B35-E-Night;302722;2024-10-15-Night;2.175
B35-E-Night;302723;2024-10-15-Night;0.0
B35-E-Night;302724;2024-10-15-Night;0.0
B35-E-Night;306524;2024-10-15-Night;2.9
B35-E-Night;306532;2024-10-15-Night;1.45
B35-E-Night;306636;2024-10-15-Night;2.9
B35-E-Night;306711;2024-10-15-Night;2.9
B35-E-Night;306838;2024-10-15-Night;1.45
B35-E-Night;307115;2024-10-15-Night;0.0
B35-E-Night;307791;2024-10-15-Night;5.8
B35-E-Night;307792;2024-10-15-Night;12.014285714285714
B35-E-Night;308194;2024-10-15-Night;0.0
B35-E-Night;308230;2024-10-15-Night;0.0
B35-E-Night;901518;2024-10-15-Night;0.0
B35-E-Night;901728;2024-10-15-Night;14.5
B35-E-RushHour;301132;2024-10-15-RushHour;0.9157894736842105
B35-E-RushHour;301133;2024-10-15-RushHour;0.0
B35-E-RushHour;302680;2024-10-15-RushHour;42.775
B35-E-RushHour;302681;2024-10-15-RushHour;31.175
B35-E-RushHour;302682;2024-10-15-RushHour;3.5444444444444447
B35-E-RushHour;302683;2024-10-15-RushHour;4.557142857142857
B35-E-RushHour;302684;2024-10-15-RushHour;11.6
B35-E-RushHour;302686;2024-10-15-RushHour;6.38
B35-E-RushHour;302687;2024-10-15-RushHour;10.875
B35-E-RushHour;302688;2024-10-15-RushHour;7.54
B35-E-RushHour;302692;2024-10-15-RushHour;24.573684210526313
B35-E-RushHour;302693;2024-10-15-RushHour;3.8666666666666663
B35-E-RushHour;302695;2024-10-15-RushHour;8.285714285714286
B35-E-RushHour;302696;2024-10-15-RushHour;10.531578947368422
B35-E-RushHour;302697;2024-10-15-RushHour;1.74
B35-E-RushHour;302698;2024-10-15-RushHour;1.9333333333333331
B35-E-RushHour;302699;2024-10-15-RushHour;25.81
B35-E-RushHour;302700;2024-10-15-RushHour;21.266666666666666
B35-E-RushHour;302701;2024-10-15-RushHour;51.62
B35-E-RushHour;302702;2024-10-15-RushHour;17.4
B35-E-RushHour;302707;2024-10-15-RushHour;5.8
B35-E-RushHour;302708;2024-10-15-RushHour;4.142857142857143
B35-E-RushHour;302710;2024-10-15-RushHour;8.15625
B35-E-RushHour;302711;2024-10-15-RushHour;4.557142857142857
B35-E-RushHour;302714;2024-10-15-RushHour;7.457142857142857
B35-E-RushHour;302715;2024-10-15-RushHour;27.38888888888889
B35-E-RushHour;302716;2024-10-15-RushHour;1.8125
B35-E-RushHour;302718;2024-10-15-RushHour;1.6111111111111112
B35-E-RushHour;302719;2024-10-15-RushHour;6.311764705882352
B35-E-RushHour;302722;2024-10-15-RushHour;2.9
B35-E-RushHour;302723;2024-10-15-RushHour;1.9333333333333331
B35-E-RushHour;302724;2024-10-15-RushHour;2.136842105263158
B35-E-RushHour;306524;2024-10-15-RushHour;12.244444444444444
B35-E-RushHour;306532;2024-10-15-RushHour;14.5
B35-E-RushHour;306636;2024-10-15-RushHour;16.157142857142855
B35-E-RushHour;306711;2024-10-15-RushHour;2.9
B35-E-RushHour;306838;2024-10-15-RushHour;5.477777777777778
